name,gen t,loc_x,loc_y,store,store_x,store_y,p2,cook_time,cook_time_type,cook_time_s,cook_time_e,service_time
50,55,6,3,2,24,25,28.4253,6.5662,uncertainty,7,1,10
51,56.1,6,7,14,27,22,25.807,6.8175,uncertainty,7,1,4
52,57.2,14,21,1,21,22,7.0711,7.6175,uncertainty,7,1,6
53,58.3,47,5,14,27,22,26.2488,8.864,uncertainty,7,1,9
54,59.4,47,43,15,23,20,33.2415,8.3172,uncertainty,7,1,9
55,60.5,23,49,3,22,21,28.0179,6.8788,uncertainty,7,1,3
56,61.6,0,36,13,24,27,25.632,7.2982,uncertainty,7,1,5
57,62.7,48,15,14,27,22,22.1359,7.7654,uncertainty,7,1,3
58,63.8,40,39,15,23,20,25.4951,6.2646,uncertainty,7,1,7
59,64.9,38,10,9,24,28,22.8035,7.5449,uncertainty,7,1,10
60,66,10,3,7,22,27,26.8328,6.8843,uncertainty,7,1,10
61,67.1,44,22,14,27,22,17,7.2064,uncertainty,7,1,3
62,68.2,47,31,11,27,21,22.3607,5.4834,uncertainty,7,1,9
63,69.3,22,12,19,22,27,15,8.2846,uncertainty,7,1,8
64,70.4,13,30,8,26,27,13.3417,8.4686,uncertainty,7,1,7
65,71.5,0,4,7,22,27,31.8277,7.1874,uncertainty,7,1,7
66,72.6,42,4,4,24,23,26.1725,6.2609,uncertainty,7,1,7
67,73.7,29,21,6,25,20,4.1231,7.714,uncertainty,7,1,5
68,74.8,31,35,14,27,22,13.6015,5.7445,uncertainty,7,1,10
69,75.9,1,32,9,24,28,23.3452,6.5745,uncertainty,7,1,9
70,77,3,10,17,26,20,25.0799,6.7442,uncertainty,7,1,4
71,78.1,22,36,0,23,29,7.0711,9.3223,uncertainty,7,1,7
72,79.2,30,10,10,25,21,12.083,6.8367,uncertainty,7,1,5
73,80.3,1,16,5,21,27,22.8254,9.0266,uncertainty,7,1,6
74,81.4,23,42,17,26,20,22.2036,5.2162,uncertainty,7,1,7
75,82.5,23,37,3,22,21,16.0312,5.8711,uncertainty,7,1,8
76,83.6,2,24,0,23,29,21.587,5.7771,uncertainty,7,1,5
77,84.7,15,21,5,21,27,8.4853,7.3318,uncertainty,7,1,10
78,85.8,9,44,14,27,22,28.4253,6.6372,uncertainty,7,1,4
79,86.9,8,23,2,24,25,16.1245,7.8162,uncertainty,7,1,7
80,88,2,22,1,21,22,19,8.8072,uncertainty,7,1,2
81,89.1,13,3,0,23,29,27.8568,6.5535,uncertainty,7,1,10
82,90.2,22,45,4,24,23,22.0907,6.1428,uncertainty,7,1,4
83,91.3,47,46,9,24,28,29.2062,7.7513,uncertainty,7,1,2
84,92.4,40,0,17,26,20,24.4131,5.9706,uncertainty,7,1,8
85,93.5,20,49,0,23,29,20.2237,7.1864,uncertainty,7,1,9
86,94.6,27,15,18,22,25,11.1803,6.5409,uncertainty,7,1,4
87,95.7,35,49,15,23,20,31.3847,7.9418,uncertainty,7,1,4
88,96.8,48,12,15,23,20,26.2488,7.0553,uncertainty,7,1,2
89,97.9,11,43,5,21,27,18.868,7.6485,uncertainty,7,1,7
90,99,1,21,12,20,25,19.4165,6.5784,uncertainty,7,1,6
91,100.1,11,7,19,22,27,22.8254,8.4339,uncertainty,7,1,9
92,101.2,32,7,0,23,29,23.7697,6.8467,uncertainty,7,1,7
93,102.3,25,7,12,20,25,18.6815,6.8574,uncertainty,7,1,2
94,103.4,17,26,6,25,20,10,7.3311,uncertainty,7,1,7
95,104.5,49,42,11,27,21,30.4138,6.1604,uncertainty,7,1,5
96,105.6,5,16,0,23,29,22.2036,6.5914,uncertainty,7,1,5
97,106.7,27,39,16,27,22,17,7.8917,uncertainty,7,1,9
98,107.8,44,35,2,24,25,22.3607,6.1361,uncertainty,7,1,9
99,108.9,49,0,17,26,20,30.4795,6.3654,uncertainty,7,1,9
100,110,48,37,1,21,22,30.8869,6.1406,uncertainty,7,1,5
101,111.1,38,35,18,22,25,18.868,7.9389,uncertainty,7,1,6
102,112.2,13,49,5,21,27,23.4094,8.5935,uncertainty,7,1,8
103,113.3,15,46,9,24,28,20.1246,6.7215,uncertainty,7,1,10
104,114.4,12,5,1,21,22,19.2354,6.5128,uncertainty,7,1,10
105,115.5,0,19,1,21,22,21.2132,7.728,uncertainty,7,1,9
106,116.6,39,32,11,27,21,16.2788,6.3022,uncertainty,7,1,8
107,117.7,45,10,13,24,27,27.0185,7.0261,uncertainty,7,1,5
108,118.8,45,30,12,20,25,25.4951,8.7753,uncertainty,7,1,5
109,119.9,32,28,9,24,28,8,5.9265,uncertainty,7,1,10
